Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-05-04,South Africa,ZAF,7220,437,138,7,Community transmission,0
2020-05-04,Algeria,DZA,4648,174,465,2,Community transmission,0
2020-05-04,Nigeria,NGA,2802,414,93,8,Community transmission,0
2020-05-04,Ghana,GHA,2719,550,18,0,Clusters of cases,0
2020-05-04,Cameroon,CMR,2077,0,64,0,Clusters of cases,2
2020-05-04,Guinea,GIN,1710,60,9,2,Community transmission,0
2020-05-04,Cote d'Ivoire,CIV,1432,34,17,0,Clusters of cases,0
2020-05-04,Senegal,SEN,1271,0,10,1,Clusters of cases,1
2020-05-04,Niger,NER,755,5,37,1,Clusters of cases,0
2020-05-04,Democratic Republic of the Congo,COD,682,0,34,0,Clusters of cases,1
2020-05-04,Burkina Faso,BFA,672,10,46,1,Community transmission,0
2020-05-04,Mali,MLI,580,17,29,2,Clusters of cases,0
2020-05-04,Kenya,KEN,490,24,24,0,Clusters of cases,0
2020-05-04,United Republic of Tanzania,TZA,480,0,18,0,Clusters of cases,5
2020-05-04,Gabon,GAB,367,32,6,1,Clusters of cases,0
2020-05-04,Mauritius,MUS,332,0,10,0,Community transmission,8
2020-05-04,Equatorial Guinea,GNQ,315,0,2,0,Clusters of cases,6
2020-05-04,Guinea-Bissau,GNB,292,0,2,0,Sporadic cases,1
2020-05-04,Rwanda,RWA,261,2,0,0,Clusters of cases,0
2020-05-04,Congo,COG,236,7,10,0,Clusters of cases,0
2020-05-04,Sierra Leone,SLE,178,21,9,1,Clusters of cases,0
2020-05-04,Liberia,LBR,166,8,18,0,Clusters of cases,0
2020-05-04,Cabo Verde,CPV,165,0,2,0,Sporadic cases,1
2020-05-04,Sao Tome and Principe,STP,161,138,3,0,Sporadic cases,0
2020-05-04,Madagascar,MDG,158,7,0,0,Clusters of cases,0
2020-05-04,Ethiopia,ETH,140,5,3,0,Clusters of cases,0
2020-05-04,Zambia,ZMB,137,13,3,0,Sporadic cases,0
2020-05-04,Togo,TGO,126,2,9,0,Clusters of cases,0
2020-05-04,Chad,TCD,117,0,10,0,Sporadic cases,2
2020-05-04,Eswatini,SWZ,116,4,1,0,Sporadic cases,0
2020-05-04,Benin,BEN,96,6,2,0,Sporadic cases,0
2020-05-04,Central African Republic,CAF,94,22,0,0,Sporadic cases,0
2020-05-04,Uganda,UGA,89,1,0,0,Sporadic cases,0
2020-05-04,Mozambique,MOZ,80,0,0,0,Sporadic cases,1
2020-05-04,South Sudan,SSD,49,3,0,0,Sporadic cases,0
2020-05-04,Malawi,MWI,41,2,3,0,Sporadic cases,0
2020-05-04,Eritrea,ERI,39,0,0,0,Sporadic cases,16
2020-05-04,Angola,AGO,35,0,2,0,Sporadic cases,2
2020-05-04,Zimbabwe,ZWE,34,0,4,0,Sporadic cases,3
2020-05-04,Botswana,BWA,23,0,1,0,Sporadic cases,6
2020-05-04,Burundi,BDI,19,0,1,0,Sporadic cases,2
2020-05-04,Gambia,GMB,17,0,1,0,Sporadic cases,2
2020-05-04,Namibia,NAM,16,0,0,0,Sporadic cases,29
2020-05-04,Seychelles,SYC,11,0,0,0,Sporadic cases,28
2020-05-04,Mauritania,MRT,8,0,1,0,Sporadic cases,4
2020-05-04,Comoros,COM,4,1,1,1,Pending,0
2020-05-04,Mayotte,MYT,686,36,6,0,Clusters of cases,0
2020-05-04,Reunion,REU,424,1,0,0,Clusters of cases,0
2020-05-04,United States of America,USA,1154985,29266,61906,1196,Community transmission,0
2020-05-04,Brazil,BRA,101147,4588,7025,275,Community transmission,0
2020-05-04,Canada,CAN,59844,479,3766,85,Community transmission,0
